date,time,external_temp(℃),internal_temp(℃),cumulative_light(J/cm²),light_amount(W/m²),wind_direction,wind_speed(m/s),leeward_vent_aperture(%),windward_vent_aperture(%)
06-04-2023,20:45:00,11.5,17,1351,0,296.31,1.27,0,0
06-04-2023,20:50:00,11.42,16.92,1351,0,297,1.53,0,0
06-04-2023,20:55:00,11.4,16.82,1351,0,168.87,1.52,0,0
06-04-2023,21:00:00,11.32,16.88,1351,0,72.56,1.91,0,0
06-04-2023,21:05:00,11.05,16.9,1351,0,23.28,2.41,0,0
06-04-2023,21:10:00,10.83,16.9,1351,0,5.25,2.33,0,0
06-04-2023,21:15:00,10.72,16.73,1351,0,292.33,2.22,0,0
06-04-2023,21:20:00,10.53,16.78,1351,0,62.84,2.2,0,0
06-04-2023,21:25:00,10.42,16.72,1351,0,292.16,1.95,0,0
06-04-2023,21:30:00,10.32,16.7,1351,0,353.83,1.9,0,0
06-04-2023,21:35:00,10.22,16.7,1351.83,0.83,356.48,2.23,0,0
06-04-2023,21:40:00,10.12,16.62,1352,1,358.65,2.3,0,0
06-04-2023,21:45:00,10.1,16.52,1352,1,349.91,2.13,0,0
06-04-2023,21:50:00,9.93,16.58,1352,0.17,330.64,2.02,0,0
06-04-2023,21:55:00,9.82,16.52,1352,0,315.43,1.83,0,0
06-04-2023,22:00:00,9.63,16.42,1352,0,302.25,1.55,0,0
06-04-2023,22:05:00,9.43,16.4,1352,0,271.07,1.33,0,0
06-04-2023,22:10:00,9.32,16.32,1352,0,186.47,0.8,0,0
06-04-2023,22:15:00,9.13,16.3,1352,0,316.32,0.78,0,0
06-04-2023,22:20:00,9.1,16.22,1352,0,232.09,0.72,0,0
06-04-2023,22:25:00,9.02,16.2,1352,0,187.33,0.78,0,0
06-04-2023,22:30:00,9,16.2,1352,0,191.27,0.97,0,0
06-04-2023,22:35:00,8.92,16.2,1352,0,221.93,1,0,0
06-04-2023,22:40:00,8.9,16.12,1352,0,261.89,1,0,0
06-04-2023,22:45:00,8.9,16.02,1352,0,269,1.25,0,0
06-04-2023,22:50:00,8.82,16,1352,0,254.12,1.47,0,0
06-04-2023,22:55:00,8.8,16,1352,0,266.71,1.33,0,0
06-04-2023,23:00:00,8.8,16,1352,0,263.39,1.38,0,0
06-04-2023,23:05:00,8.8,16,1352,0,257.87,1.48,0,0
06-04-2023,23:10:00,8.8,15.92,1352,0,275.19,1,0,0
06-04-2023,23:15:00,8.8,15.82,1352,0,263.29,0.82,0,0
06-04-2023,23:20:00,8.8,15.8,1352,0,255.04,0.97,0,0
06-04-2023,23:25:00,8.72,15.88,1352,0,250.69,1.25,0,0
06-04-2023,23:30:00,8.7,15.82,1352,0,289.68,1.3,0,0
06-04-2023,23:35:00,8.7,15.63,1352,0,101.25,1.38,0,0
06-04-2023,23:40:00,8.7,15.68,1352,0,175.73,1.23,0,0
06-04-2023,23:45:00,8.7,15.62,1352,0,285.97,1.37,0,0
06-04-2023,23:50:00,8.7,15.6,1352,0,332.11,1.48,0,0
06-04-2023,23:55:00,8.7,15.68,1352,0,338.83,1.25,0,0
07-04-2023,0:00:00,8.7,15.53,1352,0,58.76,1.2,0,0
07-04-2023,0:05:00,8.7,15.5,1352,0,5.79,1.28,0,0
07-04-2023,0:10:00,8.7,15.42,1352,0,296.33,1.3,0,0
07-04-2023,0:15:00,8.62,15.48,1352,0,322.28,1.3,0,0
07-04-2023,0:20:00,8.6,15.5,1352,0,291.85,1.22,0,0
07-04-2023,0:25:00,8.6,15.33,1352,0,304.36,1.61,0,0
07-04-2023,0:30:00,8.6,15.3,1352,0,326.19,1.53,0.83,0
07-04-2023,0:35:00,8.6,15.3,1352,0,319.32,1.5,1,0
07-04-2023,0:40:00,8.6,15.22,1352,0,321.92,1.58,1,0
07-04-2023,0:45:00,8.6,15.2,1352,0,301.68,1.85,1,0
07-04-2023,0:50:00,8.6,15.2,1352,0,301.1,2.15,1,0
07-04-2023,0:55:00,8.6,15.12,1352,0,298.72,1.87,1,0
07-04-2023,1:00:00,8.52,15.18,1352,0,288.98,1.88,1,0
07-04-2023,1:05:00,8.5,15.12,1352,0,287.82,2.06,1,0
07-04-2023,1:10:00,8.5,15.1,1352,0,283.9,1.85,1,0
07-04-2023,1:15:00,8.5,15.02,1352,0,287.92,1.88,1,0
07-04-2023,1:20:00,8.5,15,1352,0,292.28,1.9,1,0
07-04-2023,1:25:00,8.42,14.84,1352,0,293,1.9,1,0
07-04-2023,1:30:00,8.4,14.96,1352,0,118.34,2.06,1,0
07-04-2023,1:35:00,8.4,14.84,1352,0,295.66,2.18,0.18,0
07-04-2023,1:40:00,8.4,14.8,1352,0,288.06,1.79,0,0
07-04-2023,1:45:00,8.32,14.88,1352,0,246.48,1.62,0,0
07-04-2023,1:50:00,8.3,14.82,1352,0,86.66,1.85,0,0
07-04-2023,1:55:00,8.3,14.72,1352,0,144.84,1.57,0,0
07-04-2023,2:00:00,8.22,14.62,1352,0,90.38,1.34,0,0
07-04-2023,2:05:00,8.2,14.6,1352,0,266.7,1.38,0,0
07-04-2023,2:10:00,8.12,14.68,1352,0,263.08,1.15,0,0
07-04-2023,2:15:00,8.1,14.62,1352,0,185.76,1.1,0,0
07-04-2023,2:20:00,8.1,14.52,1352,0,251.36,1.18,0,0
07-04-2023,2:25:00,8.1,14.58,1352,0,77.94,0.95,0,0
07-04-2023,2:30:00,8.02,14.6,1352,0,291.02,0.98,0,0
07-04-2023,2:35:00,8,14.52,1352,0,337.16,1,0,0
07-04-2023,2:40:00,8,14.42,1352,0,321.97,0.84,0,0
07-04-2023,2:45:00,8,14.4,1352,0,331.2,1.21,0,0
07-04-2023,2:50:00,8,14.32,1352,0,310.41,1.06,0,0
07-04-2023,2:55:00,7.92,14.38,1352,0,290.36,1.16,0,0
07-04-2023,3:00:00,7.9,14.24,1352,0,294.32,1.36,0,0
07-04-2023,3:05:00,7.9,14.2,1352,0,282.99,1.32,0,0
07-04-2023,3:10:00,7.9,14.2,1352,0,295.45,1.3,0,0
07-04-2023,3:15:00,7.9,14.2,1352,0,311.2,1.54,0,0
07-04-2023,3:20:00,7.9,14.12,1352,0,295.29,1.68,0,0
07-04-2023,3:25:00,7.9,14.1,1352,0.81,295.07,1.46,0,0
07-04-2023,3:30:00,7.9,14.1,1352,1,291.93,1.48,0,0
07-04-2023,3:35:00,7.98,14.1,1352,1,306.45,1.5,0,0
07-04-2023,3:40:00,8,14.02,1352,1,308.37,1.5,0,0
07-04-2023,3:45:00,8,13.92,1352,1,319.39,1.66,0,0
07-04-2023,3:50:00,8,13.9,1352,1,313.87,1.46,0,0
07-04-2023,3:55:00,8,13.82,1352,1,309.56,1.24,0,0
07-04-2023,4:00:00,7.92,13.8,1352,0.19,313.07,1.2,0,0
07-04-2023,4:05:00,7.98,13.8,1352,0,314,1.36,0,0
07-04-2023,4:10:00,7.92,13.8,1352,0,277.4,0.99,0,0
07-04-2023,4:15:00,7.9,13.8,1352,0,284.45,0.98,0,0
07-04-2023,4:20:00,7.82,13.72,1352,0,64.33,1,0,0
07-04-2023,4:25:00,7.56,13.7,1352,0,137.44,1.16,0,0
07-04-2023,4:30:00,7.42,13.62,1352,0,227.81,1.2,0,0
07-04-2023,4:35:00,7.24,13.52,1352,0,135.45,1.04,0,0
07-04-2023,4:40:00,7.04,13.5,1352,0,121.57,0.59,0,0
07-04-2023,4:45:00,6.84,13.5,1352,0,160.6,0.66,0,0
07-04-2023,4:50:00,6.64,13.5,1352,0,177.13,0.46,0,0
07-04-2023,4:55:00,6.36,13.58,1352,0,170.87,0.73,0,0
07-04-2023,5:00:00,6.22,13.52,1352,0,179.57,0.88,0,0
07-04-2023,5:05:00,6.12,13.58,1352,0,179.56,0.74,0,0
07-04-2023,5:10:00,6.02,13.6,1352,0,172.49,1.11,0,0
07-04-2023,5:15:00,5.92,13.6,1352,0,180.76,1.04,0,0
07-04-2023,5:20:00,5.74,13.68,1352,0,191.13,0.67,0,0
07-04-2023,5:25:00,5.62,13.7,1352,0,206.83,0.52,0,0
07-04-2023,5:30:00,5.52,13.62,1352,0,288.08,0.66,0,0
07-04-2023,5:35:00,5.58,13.68,1352,0,349.11,0.94,0,0
07-04-2023,5:40:00,5.44,13.7,1352,0,335.41,0.84,0,0
07-04-2023,5:45:00,5.24,13.7,1352,0,290.15,0.56,0,0
07-04-2023,5:50:00,5.2,13.7,1352,0,197.23,0.42,0,0
07-04-2023,5:55:00,5.28,13.54,1352,0,107.24,0.89,0,0
07-04-2023,6:00:00,5.14,13.5,1352,0,26.75,1.16,0,0
07-04-2023,6:05:00,5.02,13.58,252.38,0,253.56,0.87,0,0
07-04-2023,6:10:00,4.84,13.68,0,0.81,290.29,0.39,0,0
07-04-2023,6:15:00,4.88,13.62,0,3.44,331.55,0.63,0,0
07-04-2023,6:20:00,4.9,13.68,0,6.44,355.83,0.78,0,0
07-04-2023,6:25:00,4.82,13.7,0,10.25,86.53,0.72,0,0
07-04-2023,6:30:00,4.64,13.78,0.81,15.07,27.25,0.29,0,0
07-04-2023,6:35:00,4.52,13.88,1.81,20.07,14.17,0.12,0,0
07-04-2023,6:40:00,4.42,13.9,2.81,26.69,4.49,0.18,0,0
07-04-2023,6:45:00,4.48,13.98,3.81,34.51,281.97,0.61,0,0
07-04-2023,6:50:00,4.5,14.16,4.81,41.66,318.53,0.38,0,0
07-04-2023,6:55:00,4.5,14.28,6.61,49.45,316.03,0.14,0,0
07-04-2023,7:00:00,4.5,14.46,8.61,57.45,331.52,0.02,0,0
07-04-2023,7:05:00,4.66,14.58,10.61,67.07,77.67,0.24,0,0
07-04-2023,7:10:00,4.78,14.68,12.61,77.07,16.81,0.38,0,0
07-04-2023,7:15:00,4.88,14.86,15.42,87.87,218.67,0.24,0,0
07-04-2023,7:20:00,5.14,14.98,18.42,100.49,212.15,0.12,1.61,0
07-04-2023,7:25:00,5.28,15.16,22.23,112.68,182.06,0.1,2,0.81
07-04-2023,7:30:00,5.38,15.28,26.23,124.68,186.87,0.1,2,1
07-04-2023,7:35:00,5.48,15.54,30.23,138.29,184.16,0.5,5.23,1
07-04-2023,7:40:00,5.66,15.76,35.03,153.91,195.1,0.68,6,1
07-04-2023,7:45:00,5.94,16.2,40.84,171.52,177.03,0.62,10.03,1
07-04-2023,7:50:00,6.32,16.54,46.84,191.13,217.17,0.52,11,1
07-04-2023,7:55:00,6.64,16.68,53.65,209.52,284.47,0.74,14.23,2.61
07-04-2023,8:00:00,7.02,16.86,60.65,225.91,329.46,0.56,16.61,3
07-04-2023,8:05:00,7.42,17.06,67.65,243.52,136.95,0.98,17,5.42
07-04-2023,8:10:00,7.74,17.26,76.26,261.52,111.59,1.34,21.03,6
07-04-2023,8:15:00,8.04,17.62,84.45,281.13,158.95,1.56,22,10.03
07-04-2023,8:20:00,8.26,17.86,94.07,299.52,173.84,1.44,22,11
07-04-2023,8:25:00,8.38,18.14,104.07,317.52,186.29,1.48,28.45,11
07-04-2023,8:30:00,8.4,18.12,114.07,335.52,247.89,1.58,30,11
07-04-2023,8:35:00,8.48,18.34,124.87,356.75,287.01,1.52,30,11
07-04-2023,8:40:00,8.58,18.56,136.68,374.71,279.29,1.58,30,11
07-04-2023,8:45:00,8.92,18.76,148.68,389.29,155,1.2,30,11
07-04-2023,8:50:00,9,18.8,160.68,402.49,284.91,1.42,26.77,11
07-04-2023,8:55:00,9.24,19.04,173.49,411.45,243.95,1.26,26,2.93
07-04-2023,9:00:00,9.38,19.58,186.49,421.87,223.39,1.36,26,2.61
07-04-2023,9:05:00,9.48,19.94,199.49,434.49,239.13,1.48,26,5.42
07-04-2023,9:10:00,9.5,20.4,213.29,451.52,228.48,1.82,26,9.23
07-04-2023,9:15:00,9.66,20.66,227.29,470.33,283.89,1.66,26,10
07-04-2023,9:20:00,10.02,20.94,242.1,483.68,327.04,1.44,26,14.84
07-04-2023,9:25:00,9.94,21,257.1,497.29,66.19,1.72,26,16
07-04-2023,9:30:00,10.22,21.08,272.91,521.78,0.39,2.04,29.23,16
07-04-2023,9:35:00,10.22,21.5,290.52,552.01,149.23,2.26,30,16
07-04-2023,9:40:00,10.28,21.68,308.52,580.59,53.51,2.14,30,16
07-04-2023,9:45:00,10.38,22.35,326.52,603.75,279.33,2.18,30,16
07-04-2023,9:50:00,10.64,23.23,345.33,619.29,340.19,2.04,33.23,16
07-04-2023,9:55:00,10.94,23.48,364.33,625.23,348.07,1.76,34,16
07-04-2023,10:00:00,11.24,23.34,383.33,628.42,77.35,1.7,34,16
07-04-2023,10:05:00,11.46,23.38,402.33,637.87,11.19,2.02,34,16
07-04-2023,10:10:00,11.58,23.4,422.13,652.91,16.65,2.42,34,16
07-04-2023,10:15:00,11.68,23.16,442.94,679.39,7.51,2.82,34,7.13
07-04-2023,10:20:00,11.54,23.42,464.75,705.17,9.03,2.82,31.58,5
07-04-2023,10:25:00,11.98,23.74,486.75,724.52,287.49,2.24,31,4.19
07-04-2023,10:30:00,12.42,24.12,508.75,734.45,86.19,2.5,31,4
07-04-2023,10:35:00,12.66,24.28,531.55,749.71,7.48,2.6,23.74,4
07-04-2023,10:40:00,12.78,24.54,554.55,765.91,270.2,2.44,22,4
07-04-2023,10:45:00,13.36,25.33,578.36,776.26,346.1,2.08,22,8.03
07-04-2023,10:50:00,13.42,26.31,601.55,783.65,183.63,2.16,28.45,11.42
07-04-2023,10:55:00,13.32,26.34,625.36,791.45,206.92,2.12,30,12
07-04-2023,11:00:00,13.22,26.06,649.23,798.61,216.39,2.02,30,12
07-04-2023,11:05:00,13.52,26.24,673.2,802.4,290.2,1.68,30,12
07-04-2023,11:10:00,13.84,26.3,698,806.2,75.4,1.76,32.4,12
07-04-2023,11:15:00,13.98,26.22,722.2,804.6,59.4,2.04,33,12
07-04-2023,11:20:00,14,26.12,746.2,809.6,169.2,1.94,33,12
07-04-2023,11:25:00,14,26.18,771,827,104.4,2.3,33,12
07-04-2023,11:30:00,14,26.36,796.8,844.6,181.2,2.48,33,12
07-04-2023,11:35:00,14.16,26.24,822.8,856.8,239.6,2.98,29.8,3.2
07-04-2023,11:40:00,13.96,26.28,848.8,867.8,288.8,3.58,27.4,1
07-04-2023,11:45:00,14.06,26.7,875.6,880.4,334.2,3.14,27,1
07-04-2023,11:50:00,14.42,27.12,901.8,879.8,216.6,2.2,27,5.8
07-04-2023,11:55:00,14.66,27.36,927.8,871.8,261,2.88,27,7
07-04-2023,12:00:00,15.26,27.64,954.6,874,199.2,2.22,31.8,8.6
07-04-2023,12:05:00,15.56,27.62,980.8,884.6,69.4,2.08,33,9
07-04-2023,12:10:00,15.28,26.96,1007.6,896.6,272.4,2.9,21,1.8
07-04-2023,12:15:00,14.96,26.96,1035.4,906.2,310,3.26,18,0
07-04-2023,12:20:00,14.74,27.8,1062.6,904,283.4,3.7,18,0
07-04-2023,12:25:00,14.62,28.56,1089.6,909.4,283.6,3.8,18,3.2
07-04-2023,12:30:00,14.84,28.78,1117.4,909.4,258.6,3.16,21.2,6.4
07-04-2023,12:35:00,15.06,28.96,1144.6,907.4,272.8,3.08,22,9.4
07-04-2023,12:40:00,15.26,29.08,1171.6,910.2,310.8,2.94,26.8,12.4
07-04-2023,12:45:00,15.54,28.94,1198.6,910.2,326.2,2.5,28,13
07-04-2023,12:50:00,15.76,28.58,1226.4,913.2,293.6,2.88,28,13
07-04-2023,12:55:00,15.88,28.58,1253.6,913.2,274.6,2.76,28,13
07-04-2023,13:00:00,16.14,28.12,1280.6,909,121.6,2.78,28,12.2
07-04-2023,13:05:00,16.12,28.32,1307.6,900.8,19.2,3.2,28,12
07-04-2023,13:10:00,15.94,28.32,1334.6,895,0.6,3.86,28,2.4
07-04-2023,13:15:00,15.9,28.22,1361.6,891.6,280,4.32,25.6,0
07-04-2023,13:20:00,16.14,28.44,1388.6,893.4,322.8,3.6,5,0
07-04-2023,13:25:00,16.28,29.38,1414.8,888.4,232.8,3.08,0,0
07-04-2023,13:30:00,16.14,30.64,1440.8,883,87.2,3.48,4.8,0.8
07-04-2023,13:35:00,16.1,31.7,1467.6,878.8,275.2,3.12,14.8,3.4
07-04-2023,13:40:00,16.26,31.98,1493.8,871.6,321.2,3.16,17,6.4
07-04-2023,13:45:00,16.38,31.28,1519.8,865.2,310.2,3.2,17,1.4
07-04-2023,13:50:00,16.48,31.18,1545,859.2,206.4,3.28,17,0
07-04-2023,13:55:00,16.5,31.36,1570.8,854,68.2,3.14,17,0
07-04-2023,14:00:00,16.5,31.72,1596,851.4,268,2.94,20.2,0
07-04-2023,14:05:00,16.42,31.48,1621,837.4,311.4,3.14,21,0
07-04-2023,14:10:00,16.48,31,1646,826.8,172,3.04,21,0
07-04-2023,14:15:00,16.42,30.66,1670.2,821,47.6,3.72,19.4,0
07-04-2023,14:20:00,16.32,30.6,1694.2,815.2,263.4,4.22,19,0
07-04-2023,14:25:00,16.22,30.36,1719,811.6,307,4.46,16.6,0
07-04-2023,14:30:00,16.2,30.54,1743.2,803.8,271.8,3.86,16,0.8
07-04-2023,14:35:00,16.36,30.92,1766.4,790,275.2,3.22,16,1
07-04-2023,14:40:00,16.48,31.16,1789.4,776.6,286.8,3.58,15.2,1
07-04-2023,14:45:00,16.66,31.52,1812.4,765.2,157,3.62,15,1
07-04-2023,14:50:00,16.7,31.6,1834.6,755,308,3.6,15,1
07-04-2023,14:55:00,16.62,31.52,1856.6,743.4,340.4,3.84,15,1
07-04-2023,15:00:00,16.6,31.1,1878.6,724.2,319.4,4.14,15,1
07-04-2023,15:05:00,16.68,30.68,1899.8,708,294.2,4.2,15,0.2
07-04-2023,15:10:00,16.7,30.44,1919.1,689.11,292.18,4.04,15,0
07-04-2023,15:15:00,16.54,30.16,1938.87,657.23,304.9,4.4,15,0.79
07-04-2023,15:20:00,16.5,30.02,1957.28,651.59,320.69,4.26,16.59,1
07-04-2023,15:25:00,16.66,30,1977.66,663.11,208.97,3.8,17,1
07-04-2023,15:30:00,16.62,30,1997.07,648.55,79.04,4.26,19.38,1.79
07-04-2023,15:35:00,16.6,29.6,2015.28,629.72,10.95,4.4,20,2
07-04-2023,15:40:00,16.52,29.02,2030.9,541.91,281.63,4.08,20,2
07-04-2023,15:45:00,16.18,27.71,2038.76,351.81,351.03,4.79,20,2
07-04-2023,15:50:00,15.94,26.37,2045.55,292.93,352.38,4.92,6.51,0.41
07-04-2023,15:55:00,15.74,26.42,2054.93,292.97,357.76,5.3,3,0.79
07-04-2023,16:00:00,15.62,26.34,2060.97,223.39,356.62,4.69,3,1
07-04-2023,16:05:00,15.52,25.98,2065.97,188.34,190.99,3.94,6.17,1
07-04-2023,16:10:00,15.42,25.58,2071.76,184,70.25,4.28,7,1
07-04-2023,16:15:00,15.4,25.26,2079.35,249.05,285.62,3.61,10.97,1
07-04-2023,16:20:00,15.48,25.36,2088.93,295.35,346.21,3.32,16.76,1
07-04-2023,16:25:00,15.58,24.92,2098.14,314.9,335.69,2.9,18,1
07-04-2023,16:30:00,15.76,24.64,2109.52,367.19,317.93,2.4,18,1
07-04-2023,16:35:00,15.72,24.84,2121.52,383.97,329.07,2.78,18,1.79
07-04-2023,16:40:00,15.7,24.74,2132.73,367.55,343.31,3.3,18,2
07-04-2023,16:45:00,15.7,24.62,2142.93,347.93,163.53,3.32,16.41,0.41
07-04-2023,16:50:00,15.7,24.6,2152.93,337.65,210.41,2.98,16,0
07-04-2023,16:55:00,15.54,24.52,2162.14,329.65,270.7,3.61,12.83,0
07-04-2023,17:00:00,15.42,24.58,2171.14,310.55,290.31,3.72,12,0
07-04-2023,17:05:00,15.32,24.76,2179.35,282.99,303.31,3.14,12,0.79
07-04-2023,17:10:00,15.3,24.72,2185.76,233.37,301.24,2.84,12,1
07-04-2023,17:15:00,15.22,24.54,2190.17,176.78,290.48,2.96,12,1
07-04-2023,17:20:00,15.12,24.18,2193.38,134.06,301.49,2.44,12,1
07-04-2023,17:25:00,14.94,23.7,2197.17,116.48,304.21,2.46,15.17,1
07-04-2023,17:30:00,14.74,23.28,2200.38,116.38,320.66,2.42,16,2.59
07-04-2023,17:35:00,14.7,23.04,2204.17,130.49,318.65,2.16,16,3
07-04-2023,17:40:00,14.62,22.76,2208.17,126.07,296.37,1.94,16,3
07-04-2023,17:45:00,14.6,22.46,2211.38,116.07,218.81,1.58,16,3
07-04-2023,17:50:00,14.52,22.16,2214.38,108.45,90.52,1.74,16,3
07-04-2023,17:55:00,14.34,21.78,2217.38,93.51,25.51,2.28,16,3
07-04-2023,18:00:00,14.22,21.38,2219.59,72.55,279.39,2.4,16,3
07-04-2023,18:05:00,14.12,20.98,2220.79,53.72,341.65,2,16,2.21
07-04-2023,18:10:00,14.1,20.5,2221.79,40.48,350.31,1.98,12.03,0.41
07-04-2023,18:15:00,14.02,20.24,2222.79,31.65,334.75,2,11,0
07-04-2023,18:20:00,13.92,19.96,2223,26.83,323.65,1.84,8.62,0
07-04-2023,18:25:00,13.82,19.82,2223.79,23.62,325.97,1.72,4.83,0
07-04-2023,18:30:00,13.8,19.64,2224,19.83,173.09,1.62,2.41,0
07-04-2023,18:35:00,13.72,19.44,2224.79,14.24,48.11,1.76,2,0
07-04-2023,18:40:00,13.62,19.24,2225,9.83,8.55,2.28,1.21,0
07-04-2023,18:45:00,13.52,19.04,2225,5.83,264.21,2.16,1,0
07-04-2023,18:50:00,13.5,18.84,2225,3.41,335.17,2.58,1,0
07-04-2023,18:55:00,13.34,18.64,2225,1.41,314.58,2.3,0.21,0
07-04-2023,19:00:00,13.3,18.44,2225,1,307.41,2.52,0,0
07-04-2023,19:05:00,13.22,18.32,2225,0.21,182.45,2.84,0,0
07-04-2023,19:10:00,13.12,18.06,2225,0,56.22,3.22,0,0
07-04-2023,19:15:00,13.02,17.92,2225,0,279.59,3.38,0,0
07-04-2023,19:20:00,12.92,17.74,2225,0,335.2,4.03,0,0
07-04-2023,19:25:00,12.82,17.54,2225,0,317.84,3.33,0,0
07-04-2023,19:30:00,12.64,17.34,2225,0,299.05,3.02,0,0
07-04-2023,19:35:00,12.52,17.14,2225,0,291.85,3.31,0,0
07-04-2023,19:40:00,12.42,17.02,2225,0,294.93,3.56,0,0
07-04-2023,19:45:00,12.32,16.84,2225,0,306.23,3.68,0,0
07-04-2023,19:50:00,12.3,16.72,2225,0,311.36,4.09,0,0
07-04-2023,19:55:00,12.22,16.62,2225,0,222.32,4.2,0,0
07-04-2023,20:00:00,12.12,16.6,2225,0,72.92,4.04,0,0
07-04-2023,20:05:00,12.02,16.52,2225,0,267.13,3.61,0,0
07-04-2023,20:10:00,11.84,16.34,2225,0,320.35,3.66,0,0
07-04-2023,20:15:00,11.72,16.14,2225,0,318,3.7,0,0
07-04-2023,20:20:00,11.62,16.02,2225,0,304.63,3.15,0,0
07-04-2023,20:25:00,11.52,16,2225,0,302.57,3.08,0,0
07-04-2023,20:30:00,11.42,16,2225,0,303.79,3.57,0,0
07-04-2023,20:35:00,11.32,16,2225,0,300.85,3.39,0,0
07-04-2023,20:40:00,11.22,16.16,2225,0,300,3.69,0,0
07-04-2023,20:45:00,11.12,16.2,2225,0,301.57,3.49,0,0
07-04-2023,20:50:00,11.02,16.2,2225,0,303.57,3.4,0,0
07-04-2023,20:55:00,11,16.28,2225,0,135.65,3.24,0,0
07-04-2023,21:00:00,10.92,16.14,2225,0,193.84,3.2,0,0
07-04-2023,21:05:00,10.82,16.1,2225,0,258.97,3.12,0,0
07-04-2023,21:10:00,10.72,16.18,2225,0,285.52,3.02,0,0
07-04-2023,21:15:00,10.7,16.2,2225,0,304.16,3.47,0,0
07-04-2023,21:20:00,10.62,16.12,2225,0,298.56,3.76,0,0
07-04-2023,21:25:00,10.44,16.1,2225,0,294.43,3.72,0,0
07-04-2023,21:30:00,10.32,16.02,2225,0,290.87,3.47,0,0
07-04-2023,21:35:00,10.22,15.92,2225,0,293.9,3.32,0,0
07-04-2023,21:40:00,10.12,15.82,2225,0,298.9,3.22,0,0
07-04-2023,21:45:00,10.1,15.88,2225,0,309.36,3.36,0,0
07-04-2023,21:50:00,10.02,15.82,2225,0,309.66,3.32,0,0
07-04-2023,21:55:00,9.92,15.64,2225,0,293.4,3.07,0,0
07-04-2023,22:00:00,9.82,15.6,2225,0,292.9,2.92,0,0
07-04-2023,22:05:00,9.72,15.6,2225,0,325.98,2.98,0,0
07-04-2023,22:10:00,9.62,15.52,2225,0,224.24,2.84,0,0
07-04-2023,22:15:00,9.52,15.42,2225,0,242.92,2.64,0,0
07-04-2023,22:20:00,9.34,15.24,2225,0,288.98,2.37,0,0
07-04-2023,22:25:00,9.22,15.12,2225,0,305.02,2.69,0,0
07-04-2023,22:30:00,9.12,15.18,2225,0,316.36,2.72,0,0
07-04-2023,22:35:00,9.02,15.04,2225,0,315.1,2.7,0,0
07-04-2023,22:40:00,8.92,14.92,2225,0,324.14,2.78,0,0
07-04-2023,22:45:00,8.82,14.82,2225,0,327.78,3.03,0,0
07-04-2023,22:50:00,8.64,14.72,2225,0,310.84,3.26,0,0
07-04-2023,22:55:00,8.44,14.62,2225,0,324.72,4.31,0,0
07-04-2023,23:00:00,8.17,14.6,2225,0,329.22,4.44,0,0
07-04-2023,23:05:00,7.87,14.44,2225,0,324.32,4.17,0,0
07-04-2023,23:10:00,7.64,14.32,2225,0,332.36,3.71,0,0
07-04-2023,23:15:00,7.44,14.14,2225,0,318.62,3.44,0,0
07-04-2023,23:20:00,7.17,14.1,2225,0,310.88,3.24,0,0
07-04-2023,23:25:00,6.94,14.02,2225,0,332.62,3.51,0,0
07-04-2023,23:30:00,6.74,14,2225,0,325.74,3.91,0,0
07-04-2023,23:35:00,6.54,13.84,2225,0,318.88,4,0,0
07-04-2023,23:40:00,6.42,13.88,2225,0,321.12,4.16,0,0
07-04-2023,23:45:00,6.24,13.74,2225,0,314.98,4.2,0,0
07-04-2023,23:50:00,6.04,13.86,2225,0,278.68,4.04,0,0
07-04-2023,23:55:00,5.84,13.82,2225,0,114.56,3.69,0,0
08-04-2023,0:00:00,5.61,13.8,2225,0,55.4,3.21,0,0
08-04-2023,0:05:00,5.5,13.7,2225,0,195.14,3.1,0,0
08-04-2023,0:10:00,5.3,13.7,2225,0,263.66,3.88,0,0
08-04-2023,0:15:00,5.1,13.7,2225,0,288.52,3.61,0,0
08-04-2023,0:20:00,5,13.6,2225,0,317.42,2.91,0,0
08-04-2023,0:25:00,4.8,13.6,2225,0,323.88,2.8,0,0
08-04-2023,0:30:00,4.8,13.5,2225,0,121.14,3,0,0
08-04-2023,0:35:00,4.7,13.5,2225,0,226.76,2.22,0,0
08-04-2023,0:40:00,4.5,13.3,2225,0,320.14,2.49,0,0
08-04-2023,0:45:00,4.5,13.3,2225,0,350.42,2.5,0,0
08-04-2023,0:50:00,4.4,13.2,2225,0,346.1,2.4,0,0
08-04-2023,0:55:00,4.3,13.2,2225,0,346,1.81,0,0
08-04-2023,1:00:00,4.2,13.2,2225,0,329.34,1.9,0,0
08-04-2023,1:05:00,4.1,13.1,2225,0,154.56,1.61,0,0
08-04-2023,1:10:00,4.1,13.1,2225,0,63.78,1.89,0,0
08-04-2023,1:15:00,4,13,2225,0,22.8,1.7,0,0
08-04-2023,1:20:00,4,13.1,2225,0,300.32,1.9,0,0
08-04-2023,1:25:00,4,13,2225,0.98,130.58,2.68,0,0
08-04-2023,1:30:00,4,13.1,2225,0.02,10.38,2.7,0,0
08-04-2023,1:35:00,4,12.9,2225,0,194.2,2.31,0,0
08-04-2023,1:40:00,3.9,12.9,2225,0,264.2,2.69,0,0
08-04-2023,1:45:00,3.9,12.9,2225,0,322.45,2.89,0,0
08-04-2023,1:50:00,3.8,12.8,2225,0,330.81,2.32,0,0
08-04-2023,1:55:00,3.9,12.9,2225,0,117.84,2.88,0,0
