date,time,external_temp(℃),internal_temp(℃),cumulative_light(J/cm²),light_amount(W/m²),wind_direction,wind_speed(m/s),leeward_vent_aperture(%),windward_vent_aperture(%)
01-04-2023,0:00:00,8.23,14.51,2267,0.11,98.89,0.35,0,0
01-04-2023,0:05:00,7.85,14.41,2267,0,52.89,0.12,0,0
01-04-2023,0:10:00,7.89,14.31,2267,0,250.05,0.72,0,0
01-04-2023,0:15:00,7.99,14.3,2267,0,220.14,1.33,0,0
01-04-2023,0:20:00,7.82,14.3,2267,0,167.78,1.22,0,0
01-04-2023,0:25:00,7.8,14.21,2267,0,139.83,1.02,0,0
01-04-2023,0:30:00,7.71,14.11,2267,0,128.13,0.91,0,0
01-04-2023,0:35:00,7.61,14.01,2267,0,119.91,0.72,0,0
01-04-2023,0:40:00,7.33,13.91,2267,0,123.43,0.35,0,0
01-04-2023,0:45:00,7.12,13.99,2267,0,173.65,0.39,0,0
01-04-2023,0:50:00,7.1,13.91,2267,0,177.34,0.75,0,0
01-04-2023,0:55:00,7.1,13.9,2267,0,163.7,0.71,0,0
01-04-2023,1:00:00,6.92,13.81,2267,0,162,0.52,0,0
01-04-2023,1:05:00,6.9,13.89,2267,0,138.06,0.77,0,0
01-04-2023,1:10:00,6.81,13.9,2267,0,125.25,0.45,0,0
01-04-2023,1:15:00,6.53,13.81,2267,0,133.75,0.22,0,0
01-04-2023,1:20:00,6.41,13.71,2267,0,106.63,0.11,0,0
01-04-2023,1:25:00,6.22,13.88,2267,0,143.79,0.28,0,0
01-04-2023,1:30:00,5.93,13.9,2267,0,167.62,0.65,0,0
01-04-2023,1:35:00,5.9,13.81,2267,0,138.08,0.52,0,0
01-04-2023,1:40:00,5.99,13.8,2267,0,112.86,0.41,0,0
01-04-2023,1:45:00,5.82,13.89,2267,0,102.96,0.14,0,0
01-04-2023,1:50:00,5.62,13.72,2267,0,100.24,0.1,0,0
01-04-2023,1:55:00,5.51,13.7,2267,0,100,0.01,0,0
01-04-2023,2:00:00,5.41,13.7,2267,0,100,0,0,0
01-04-2023,2:05:00,5.22,13.61,2267,0,100,0,0,0
01-04-2023,2:10:00,4.94,13.6,2267,0,100,0.09,0,0
01-04-2023,2:15:00,4.72,13.51,2267,0,100.88,0.19,0,0
01-04-2023,2:20:00,4.79,13.5,2267,0,121.24,0.46,0,0
01-04-2023,2:25:00,4.89,13.5,2267,0,152.16,0.68,0,0
01-04-2023,2:30:00,4.99,13.5,2267,0,171.84,0.79,0,0
01-04-2023,2:35:00,5,13.5,2267,0,173.12,0.89,0,0
01-04-2023,2:40:00,5,13.68,2267,0,171.24,0.9,0,0
01-04-2023,2:45:00,4.91,13.61,2267,0,172.76,0.64,0,0
01-04-2023,2:50:00,4.81,13.51,2267,0,136.04,0.42,0,0
01-04-2023,2:55:00,4.62,13.59,2267,0,118.68,0.22,0,0
01-04-2023,3:00:00,4.51,13.51,2267,0,148.68,0.64,0,0
01-04-2023,3:05:00,4.59,13.59,2267,0,160.92,1.05,0,0
01-04-2023,3:10:00,4.78,13.51,2267,0,154.08,1.19,0,0
01-04-2023,3:15:00,4.71,13.41,2267,0,147.72,0.94,0,0
01-04-2023,3:20:00,4.61,13.4,2267,0,140.84,0.81,0,0
01-04-2023,3:25:00,4.51,13.49,2267,0,149.68,0.89,0,0
01-04-2023,3:30:00,4.33,13.5,2267,0,173.73,0.99,0,0
01-04-2023,3:35:00,4.21,13.41,2267,0,178.75,0.74,0,0
01-04-2023,3:40:00,4.29,13.49,2267,0,162.41,0.61,0,0
01-04-2023,3:45:00,4.3,13.5,2267,0,156.51,0.86,0,0
01-04-2023,3:50:00,4.21,13.5,2267,0,165.61,1.16,0,0
01-04-2023,3:55:00,4.03,13.5,2267,0,173.11,1.29,0,0
01-04-2023,4:00:00,4.09,13.41,2267,0,174,1.74,0,0
01-04-2023,4:05:00,4.1,13.49,2267,0,188.85,1.71,0,0
01-04-2023,4:10:00,4.1,13.5,2267,0,184.89,1.53,0,0
01-04-2023,4:15:00,4.1,13.41,2267,0,177.01,1.5,0,0
01-04-2023,4:20:00,4.01,13.4,2267,0,175.13,1.76,0,0
01-04-2023,4:25:00,4,13.49,2267,0,181.99,1.54,0,0
01-04-2023,4:30:00,3.91,13.41,2267,0,176.01,1.5,0,0
01-04-2023,4:35:00,3.81,13.31,2267,0,168.89,1.59,0,0
01-04-2023,4:40:00,3.8,13.39,2267,0,164.51,1.51,0,0
01-04-2023,4:45:00,3.71,13.4,2267,0,166.62,1.33,0,0
01-04-2023,4:50:00,3.53,13.49,2267,0,159.14,0.95,0,0
01-04-2023,4:55:00,3.5,13.41,2267,0,156.25,0.99,0,0
01-04-2023,5:00:00,3.33,13.4,2267,0,163.86,0.91,0,0
01-04-2023,5:05:00,3.3,13.49,2267,0,165,1.07,0,0
01-04-2023,5:10:00,3.21,13.76,2267,0,172.86,1.54,0,0
01-04-2023,5:15:00,3.29,13.89,2267,0,164.39,1.43,0,0
01-04-2023,5:20:00,3.21,14.07,2267,0,166.49,1.23,0,0
01-04-2023,5:25:00,3.11,14.1,2267,0,161.76,1.11,0,0
01-04-2023,5:30:00,3.1,14.19,2267,0,161.87,1.27,0,0
01-04-2023,5:35:00,2.93,14.2,2267,0,182.09,0.95,0,0
01-04-2023,5:40:00,2.81,14.29,2267,0,171.9,0.46,0,0
01-04-2023,5:45:00,2.54,14.21,2267,0,184.85,0.14,0,0
01-04-2023,5:50:00,2.59,14.29,2267,0,193.99,0.1,0,0
01-04-2023,5:55:00,2.6,14.3,2267,0,180.15,0.01,0,0
01-04-2023,6:00:00,2.69,14.3,2267,0,185.86,0.26,0,0
01-04-2023,6:05:00,2.7,14.3,2267,0,173.03,0.47,0,0
01-04-2023,6:10:00,2.7,14.39,2267,0,153.53,0.94,0,0
01-04-2023,6:15:00,2.7,14.31,0,1.75,137.9,1.09,0,0
01-04-2023,6:20:00,2.7,14.21,0,2.87,135.13,0.58,0,0
01-04-2023,6:25:00,2.53,14.2,0,5.62,124.52,0.24,0,0
01-04-2023,6:30:00,2.5,14.11,0,11.24,127.37,0.72,0,0
01-04-2023,6:35:00,2.5,14.19,0.87,16.37,127.13,0.8,0,0
01-04-2023,6:40:00,2.41,14.29,1.87,22.24,135.73,0.71,0,0
01-04-2023,6:45:00,2.4,14.21,2.87,28.24,157.96,1.22,0,0
01-04-2023,6:50:00,2.49,14.37,3.87,35.11,167.99,1.56,0,0
01-04-2023,6:55:00,2.59,14.4,4.87,41.24,168.13,1.25,0,0
01-04-2023,7:00:00,2.6,14.31,6.75,48.11,163.63,1.03,0,0
01-04-2023,7:05:00,2.69,14.13,8.75,61.23,155.14,1.17,0,0
01-04-2023,7:10:00,2.96,14.19,11.62,83.09,154.87,1.03,0,0
01-04-2023,7:15:00,3.26,14.29,14.62,100.85,139.28,0.56,0,0
01-04-2023,7:20:00,3.65,14.47,18.49,115.23,288.96,0.41,0,0
01-04-2023,7:25:00,4.05,14.5,22.49,128.35,235.02,0.4,0.87,0
01-04-2023,7:30:00,4.19,14.76,26.49,140.48,185.57,0.92,1,0
01-04-2023,7:35:00,4.37,15.06,31.37,154.23,166.03,1.17,1,0.87
01-04-2023,7:40:00,4.57,15.45,37.21,170.75,164,1.29,6.21,1
01-04-2023,7:45:00,4.86,15.76,43.2,189.47,169.2,1.21,11.33,1
01-04-2023,7:50:00,5.16,16.06,49.2,207.6,177.8,1.11,12,1
01-04-2023,7:55:00,5.72,16.19,56.07,225.6,133.07,0.75,12,1
01-04-2023,8:00:00,6.58,16.46,63.93,241.87,40.2,0.53,18.93,1
01-04-2023,8:05:00,7.22,16.85,71.93,257.87,118.87,0.33,20,6.2
01-04-2023,8:10:00,7.65,17.33,79.93,273.87,262.13,0.39,26.93,7
01-04-2023,8:15:00,7.44,17.75,88.8,288.13,332.27,0.75,28,10.47
01-04-2023,8:20:00,7.4,18.32,98.67,303,353.87,0.71,28,11.87
01-04-2023,8:25:00,7.92,18.75,108.67,321.47,63.93,0.7,32.33,12
01-04-2023,8:30:00,8.09,19.15,118.67,338.73,8.6,0.87,33,17.2
01-04-2023,8:35:00,8.19,19.46,129.53,357.47,9.6,0.99,33,18
01-04-2023,8:40:00,8.46,19.76,141.4,377.33,308.13,1.09,33,18
01-04-2023,8:45:00,8.93,20.06,153.4,397.33,357.47,0.93,33,18
01-04-2023,8:50:00,9.61,20.53,166.27,416.47,50.33,0.9,35.6,18
01-04-2023,8:55:00,10.22,20.95,180.13,432.87,7.33,0.99,36,18
01-04-2023,9:00:00,10.56,21.09,194.13,449.73,6.27,1,36,18
01-04-2023,9:05:00,10.69,21.27,208.13,464.13,12.07,1.26,36,18
01-04-2023,9:10:00,10.87,21.39,222.13,479.87,308.53,1.47,36,18
01-04-2023,9:15:00,11.07,21.75,237.87,497.6,344.47,1.67,36,18
01-04-2023,9:20:00,11.62,21.8,253.87,518.2,345.6,1.44,36,18
01-04-2023,9:25:00,12.13,21.63,269.87,537.47,346,1.31,36,18
01-04-2023,9:30:00,12.55,21.95,286.73,554.73,356.4,1.56,32.53,18
01-04-2023,9:35:00,13.12,22.61,304.6,571.73,68.53,1.77,32,18
01-04-2023,9:40:00,13.55,23.39,321.73,587,12.73,1.97,32,18
01-04-2023,9:45:00,13.77,24.02,340.47,602.87,11,2,35.47,18
01-04-2023,9:50:00,14.15,24.45,358.6,614.53,13.6,2.09,36,18
01-04-2023,9:55:00,14.29,24.85,378.33,632.47,9.67,2.19,38.6,18
01-04-2023,10:00:00,14.91,25.25,398.33,650.6,5.53,1.94,39,22.33
01-04-2023,10:05:00,15.61,25.39,418.33,666,7.6,1.9,41.6,23
01-04-2023,10:10:00,15.7,25.66,438.33,678.4,11.47,1.99,42,23
01-04-2023,10:15:00,16.05,25.87,459.2,688.67,16.33,1.83,42,23
01-04-2023,10:20:00,16.45,25.99,480.2,688.27,20.47,1.8,48.07,23
01-04-2023,10:25:00,17.02,25.57,502.07,705.33,20.13,1.71,49,23
01-04-2023,10:30:00,17.27,25.24,523.2,720.13,27.8,1.79,36.87,23
01-04-2023,10:35:00,17.82,25.37,545.93,734.13,207.53,1.63,35,23
01-04-2023,10:40:00,18.51,25.66,568.07,745.53,279.2,1.25,35,23
01-04-2023,10:45:00,18.69,26.13,590.93,751.33,313.73,1.37,41.93,23
01-04-2023,10:50:00,18.7,26.63,613.93,759.8,335.33,1.57,43,23
01-04-2023,10:55:00,19.13,27.13,637.8,776.6,338,1.51,45.6,23
01-04-2023,11:00:00,19.55,27.46,660.07,767.73,173.33,1.67,46,23
01-04-2023,11:05:00,19.77,27.76,682.93,765.13,53.53,1.7,49.47,26.47
01-04-2023,11:10:00,20.32,27.8,706.8,790.13,29.47,1.61,50,27
01-04-2023,11:15:00,20.83,27.63,731.67,805.27,314,1.51,50,27
01-04-2023,11:20:00,20.99,27.86,756.67,815.67,354.53,1.59,50,27
01-04-2023,11:25:00,21.09,27.73,780.8,824.8,352.27,1.43,50,27
01-04-2023,11:30:00,21.45,27.53,806.53,834.67,131,0.97,50,27
01-04-2023,11:35:00,22.11,27.33,831.67,841.2,112.6,0.64,45.67,19.2
01-04-2023,11:40:00,22.2,27.91,856.67,839.4,321.27,0.86,41.53,18
01-04-2023,11:45:00,22.37,28.69,881.67,832.93,223,1.07,41,18
01-04-2023,11:50:00,22.66,29.49,907.53,847.6,172.67,1.53,44.47,18
01-04-2023,11:55:00,22.18,29.94,932.52,849.14,210.19,1.77,50.17,23.17
01-04-2023,12:00:00,22.01,29.91,958.36,856.74,229.04,1.8,57.02,24
01-04-2023,12:05:00,22.26,29.99,984.36,866.6,237.88,1.54,62.3,29.16
01-04-2023,12:10:00,22.56,29.74,1011.22,874.02,236.42,1.41,63,30
01-04-2023,12:15:00,22.77,29.44,1036.5,848.34,118.18,1.83,58.7,30
01-04-2023,12:20:00,22.54,29.31,1063.22,873.24,30.2,2.24,52.84,30
01-04-2023,12:25:00,22.67,29.47,1089.36,869.4,300.22,2.04,52,29.14
01-04-2023,12:30:00,22.79,29.59,1114.5,852.52,335.68,2,47.7,29
01-04-2023,12:35:00,22.71,29.77,1139.5,861.18,339.16,2.26,47,29
01-04-2023,12:40:00,22.7,29.89,1164.5,845.8,352.04,2.39,47,27.28
01-04-2023,12:45:00,22.96,30.07,1192.08,873.96,355.72,2.49,43.56,27
01-04-2023,12:50:00,23.17,30.27,1217.5,853.2,342.24,2.5,43,27
01-04-2023,12:55:00,23.2,30.3,1243.36,862.76,316.78,2.24,46.44,10.66
01-04-2023,13:00:00,23.46,30.73,1268.5,853.82,44.68,2.11,47,14.02
01-04-2023,13:05:00,23.59,30.89,1295.22,876.94,199.66,1.84,47,15
01-04-2023,13:10:00,23.94,31.24,1321.36,883.58,155.46,1.71,59.04,22.74
01-04-2023,13:15:00,24,31.47,1347.36,859.06,150.74,2.04,61,28.3
01-04-2023,13:20:00,24,30.98,1371.64,831.78,162.32,1.84,61,29
01-04-2023,13:25:00,23.83,30.47,1395.64,799.62,193.24,2.32,61,16.96
01-04-2023,13:30:00,23.71,30.49,1419.64,795.86,179.94,2.83,56.7,15
01-04-2023,13:35:00,23.53,30.59,1444.5,825.24,173.56,3.07,56,15
01-04-2023,13:40:00,23.33,31.2,1469.5,836.88,161.82,3.7,56,15
01-04-2023,13:45:00,23.47,31.73,1495.36,841.44,166.88,3.2,56,15
01-04-2023,13:50:00,23.5,31.71,1519.64,831.68,169.72,3.01,56,20.16
01-04-2023,13:55:00,23.59,32.04,1544.5,823.98,170,3.09,62.88,21
01-04-2023,14:00:00,23.6,32.01,1569.5,822.14,164.84,3.01,64,25.3
01-04-2023,14:05:00,23.69,31.4,1592.78,806.52,158.84,2.74,64,26
01-04-2023,14:10:00,23.7,30.87,1616.64,798.84,164.88,3.13,59.7,17.4
01-04-2023,14:15:00,23.7,30.97,1640.64,793.7,161.7,2.86,59,16
01-04-2023,14:20:00,23.79,31.17,1664.64,786.98,156.7,2.97,53.84,10.84
01-04-2023,14:25:00,23.8,31.63,1687.78,782.56,162.02,3,57.3,16.88
01-04-2023,14:30:00,23.8,31.79,1710.78,782.86,150.96,3.17,58,22.3
01-04-2023,14:35:00,23.71,31.46,1734.64,795.04,171.36,3.11,63.16,23
01-04-2023,14:40:00,23.79,31.57,1759.5,804.74,163.82,3.19,64,23
01-04-2023,14:45:00,24.14,31.51,1781.92,759.56,153.4,2.94,64,23
01-04-2023,14:50:00,24.03,30.98,1799.62,642.78,132.22,3.07,64,23
01-04-2023,14:55:00,23.83,30.21,1815.76,566.52,129,2.93,48.52,13.54
01-04-2023,15:00:00,23.63,29.58,1824.88,391.02,143.62,2.9,42.56,2.54
01-04-2023,15:05:00,23.34,29.16,1833.74,333.9,143.42,2.9,38.56,1
01-04-2023,15:10:00,23.04,28.67,1840.16,250.74,149.88,2.9,38,1
01-04-2023,15:15:00,22.74,28.17,1845.3,204.46,148.42,3.16,35.42,1
01-04-2023,15:20:00,22.61,27.58,1851.16,194.7,153.16,3.46,35,0.14
01-04-2023,15:25:00,22.34,27.41,1858.88,231.84,170.34,4.36,33.28,0.86
01-04-2023,15:30:00,22.39,28.09,1874.62,439.24,185.9,4.67,44.18,12.18
01-04-2023,15:35:00,22.66,28.63,1893.34,559.72,177.68,4.53,50.3,14
01-04-2023,15:40:00,22.7,28.87,1912.34,594.64,177.72,4.84,51,15.72
01-04-2023,15:45:00,22.79,28.64,1930.48,598,165.96,4.64,51,5.68
01-04-2023,15:50:00,23.14,28.34,1945.9,542.1,152.82,3.91,51,1.42
01-04-2023,15:55:00,23.11,27.87,1960.04,507.2,132.94,3.8,38.96,1
01-04-2023,16:00:00,22.93,27.71,1970.6,402.38,130,3.8,37,1
01-04-2023,16:05:00,22.81,27.61,1980.54,376.6,133.42,3.71,33.58,1
01-04-2023,16:10:00,22.71,27.86,1993.09,396.33,133.15,3.61,33,1
01-04-2023,16:15:00,22.7,27.99,2006.95,430.72,133,3.77,33,1
01-04-2023,16:20:00,22.7,28.17,2020.09,437.71,133,3.97,33,1.85
01-04-2023,16:25:00,22.61,28.2,2033.09,431.17,127.03,4.09,33,2
01-04-2023,16:30:00,22.51,28.11,2045.24,404.4,129.41,3.84,33,2
01-04-2023,16:35:00,22.24,27.67,2052.97,317.23,124.88,3.89,33,0.29
01-04-2023,16:40:00,21.94,27.09,2061.68,297.03,124.85,4.07,30.44,0
01-04-2023,16:45:00,21.81,26.83,2070.68,297.71,131.83,3.59,30,0
01-04-2023,16:50:00,21.71,26.54,2078.83,291.17,142.39,3.41,27.44,0
01-04-2023,16:55:00,21.61,26.41,2087.68,278.91,143.15,3.57,27,0
01-04-2023,17:00:00,21.43,26.23,2094.97,259.93,148.97,3.77,19.32,0
01-04-2023,17:05:00,21.14,26.2,2101.97,242.49,144.03,4.31,18,0
01-04-2023,17:10:00,21.01,26.03,2108.12,220.37,139.59,4.14,18,0
01-04-2023,17:15:00,20.91,25.83,2114.12,200.79,139.85,3.93,18,0.85
01-04-2023,17:20:00,20.81,25.54,2119.27,186.91,143.41,3.81,18,1
01-04-2023,17:25:00,20.71,25.41,2123.41,160.25,144,3.71,18,0.15
01-04-2023,17:30:00,20.61,25.31,2128.27,146.61,155.09,3.1,18,0.85
01-04-2023,17:35:00,20.43,24.96,2132.41,137.32,148.47,3.17,18,1
01-04-2023,17:40:00,20.31,24.64,2135.56,124.91,143.59,2.86,18,1
01-04-2023,17:45:00,20.21,24.43,2138.56,111.91,139.59,2.63,22.27,1
01-04-2023,17:50:00,20.11,24.14,2141.56,98.91,155.21,2.6,23,1
01-04-2023,17:55:00,19.84,23.76,2143.71,82.49,165.68,2.17,23,1
01-04-2023,18:00:00,19.54,23.44,2145.71,60.37,172.97,2.27,23,1
01-04-2023,18:05:00,19.33,22.97,2146.85,46.76,171.44,2.73,23,1
01-04-2023,18:10:00,19.21,22.56,2147.85,39.03,168.44,3.14,14.47,1
01-04-2023,18:15:00,19.03,22.33,2148.85,32.88,162.88,2.69,8.73,0.15
01-04-2023,18:20:00,18.83,22.04,2149,27.73,162,2.94,5.44,0
01-04-2023,18:25:00,18.63,21.74,2149.85,22.73,163.71,2.91,1.59,0
01-04-2023,18:30:00,18.34,21.61,2150,16.88,150.35,2.73,1,0
01-04-2023,18:35:00,18.13,21.51,2150.85,11.73,150.56,2.44,1,0
01-04-2023,18:40:00,18.01,21.24,2151,7.59,151.85,2.66,1,0
01-04-2023,18:45:00,17.83,21.03,2151,3.59,157.12,2.61,1,0
01-04-2023,18:50:00,17.63,20.91,2151,1.29,147.76,2.69,1,0
01-04-2023,18:55:00,17.43,20.73,2151,1,144.29,2.7,0.15,0
01-04-2023,19:00:00,17.23,20.44,2151,0.15,143.15,2.44,0,0
01-04-2023,19:05:00,17.03,20.31,2151,0,148.12,2.14,0,0
01-04-2023,19:10:00,16.83,19.96,2151,0,154.97,2.19,0,0
01-04-2023,19:15:00,16.71,19.81,2151,0,152.59,2.03,0,0
01-04-2023,19:20:00,16.53,19.63,2151,0,146.03,1.91,0,0
01-04-2023,19:25:00,16.24,19.43,2151,0,151.83,1.64,0,0
01-04-2023,19:30:00,15.94,19.23,2151,0,141.91,1.43,0,0
01-04-2023,19:35:00,15.73,19.03,2151,0,151.95,1.57,0,0
01-04-2023,19:40:00,15.44,18.91,2151,0,156.56,1.51,0,0
01-04-2023,19:45:00,15.23,18.81,2151,0,158.71,1.33,0,0
01-04-2023,19:50:00,15.03,18.54,2151,0,168.39,1.21,0,0
01-04-2023,19:55:00,14.57,18.33,2151,0,199.87,0.69,0,0
01-04-2023,20:00:00,14.24,18.13,2151,0,221.21,0.43,0,0
01-04-2023,20:05:00,14.03,18.01,2151,0,219.73,0.57,0,0
01-04-2023,20:10:00,13.83,17.66,2151,0,213.03,0.6,0,0
01-04-2023,20:15:00,13.72,17.43,2151,0,200.98,0.6,0,0
01-04-2023,20:20:00,13.53,17.32,2151,0,229.48,0.43,0,0
01-04-2023,20:25:00,13.25,17.05,2151,0,144.41,0.23,0,0
01-04-2023,20:30:00,13.12,16.92,2151,0,47.57,0.28,0,0
01-04-2023,20:35:00,13.27,16.82,2151,0,296.31,0.47,0,0
01-04-2023,20:40:00,13.05,16.63,2151,0,308.44,0.25,0,0
01-04-2023,20:45:00,12.92,16.35,2151,0,318.93,0.45,0,0
01-04-2023,20:50:00,12.82,16.3,2151,0,342.32,1.18,0,0
01-04-2023,20:55:00,12.04,16.22,2151,0,280.81,0.96,0,0
01-04-2023,21:00:00,11.39,16.03,2151,0,232.59,0.65,0,0
01-04-2023,21:05:00,11.13,15.92,2151,0,90.53,0.43,0,0
01-04-2023,21:10:00,10.93,15.73,2151,0,146.43,0.23,0,0
01-04-2023,21:15:00,10.73,15.53,2151,0,301.55,0.37,0,0
01-04-2023,21:20:00,10.7,15.5,2151,0,354.09,0.23,0,0
01-04-2023,21:25:00,10.7,15.42,2151,0,97.38,0.28,0,0
01-04-2023,21:30:00,10.62,15.32,2151,0,17.83,0.13,0,0
01-04-2023,21:35:00,10.43,15.3,2151,0,273.62,0.02,0,0
01-04-2023,21:40:00,10.23,15.47,2151,0,323.54,0.17,0,0
01-04-2023,21:45:00,10.03,15.67,2151,0,308.76,0.12,0,0
01-04-2023,21:50:00,9.75,15.7,2151,0,91.79,0.18,0,0
01-04-2023,21:55:00,9.28,15.53,2151,0,102.11,0.12,0,0
01-04-2023,22:00:00,8.95,15.58,2151,0,149.95,0.02,0,0
01-04-2023,22:05:00,8.82,15.52,2151,0,145.15,0.08,0,0
01-04-2023,22:10:00,8.8,15.42,2151,0,153.16,0.27,0,0
01-04-2023,22:15:00,8.97,15.4,2151,0,181.25,0.22,0,0
01-04-2023,22:20:00,9,15.32,2151,0,183.46,0.12,0,0
01-04-2023,22:25:00,9,15.22,2151,0,164.5,0.52,0,0
01-04-2023,22:30:00,8.83,15.12,2151,0,174.44,0.52,0,0
01-04-2023,22:35:00,8.72,15.02,2151,0,166.08,0.33,0,0
01-04-2023,22:40:00,8.53,15,2151,0,108.56,0.22,0,0
01-04-2023,22:45:00,8.25,15,2151,0,128.24,0.12,0,0
01-04-2023,22:50:00,7.95,14.83,2151,0,184.4,0.02,0,0
01-04-2023,22:55:00,7.9,14.72,2151,0,223.4,0,0,0
01-04-2023,23:00:00,7.9,14.7,2151,0,286.96,0,0,0
01-04-2023,23:05:00,7.82,14.53,2151,0,64.48,0,0,0
01-04-2023,23:10:00,7.88,14.5,2151,0,56.96,0,0,0
01-04-2023,23:15:00,7.65,14.5,2151,0,163.96,0,0,0
01-04-2023,23:20:00,7.43,14.42,2151,0,257.76,0.08,0,0
01-04-2023,23:25:00,7.57,14.32,2151,0.84,314.84,0.35,0,0
01-04-2023,23:30:00,7.52,14.13,2151,0.16,346.52,0.9,0,0
01-04-2023,23:35:00,7.42,14.18,2151,0,100.68,0.58,0,0
01-04-2023,23:40:00,6.98,14.12,2151,0,137.84,0.42,0,0
01-04-2023,23:45:00,6.73,14.1,2151,0,185.92,0.23,0,0
01-04-2023,23:50:00,6.78,14.1,2151,0,108,0.37,0,0
01-04-2023,23:55:00,6.8,14.1,2151,0,46.64,0.32,0,0
02-04-2023,0:00:00,6.63,14.1,2151,0,291.68,0.47,0,0
02-04-2023,0:05:00,6.68,14.18,2151,0,329.92,0.33,0,0
02-04-2023,0:10:00,6.53,14.12,2151,0,333.04,0.13,0,0
02-04-2023,0:15:00,6.58,14.1,2151,0,55.12,0.18,0,0
02-04-2023,0:20:00,6.26,14.18,2151,0,264.08,0.12,0,0
02-04-2023,0:25:00,6.03,14.12,2151,0,325.76,0.02,0,0
02-04-2023,0:30:00,6.08,14.02,2151,0,65.92,0.34,0,0
02-04-2023,0:35:00,5.85,14,2151,0,247.84,0.23,0,0
02-04-2023,0:40:00,5.63,14.08,2151,0,255.88,0.12,0,0
02-04-2023,0:45:00,5.52,14.02,2151,0,238.08,0.02,0,0
02-04-2023,0:50:00,5.5,14.17,2151,0,272.96,0.17,0,0
02-04-2023,0:55:00,5.84,14.12,2151,0,334.6,0.45,0,0
02-04-2023,1:00:00,5.73,14.1,2151,0,282,0.25,0,0
02-04-2023,1:05:00,5.62,14.02,2151,0,278.4,0.12,0,0
02-04-2023,1:10:00,5.43,14.08,2151,0,293.44,0.02,0,0
02-04-2023,1:15:00,5.32,13.93,2151,0,327.92,0,0,0
02-04-2023,1:20:00,5.38,13.9,2151,0,54.28,0.25,0,0
02-04-2023,1:25:00,5.06,13.98,2151,0,246.28,0.22,0,0
02-04-2023,1:30:00,4.83,14.08,2151,0,303.08,0.12,0,0
02-04-2023,1:35:00,4.63,13.93,2151,0,307.52,0.02,0,0
02-04-2023,1:40:00,4.6,13.98,2151,0,283.64,0,0,0
02-04-2023,1:45:00,4.6,14,2151,0,273.96,0.08,0,0
02-04-2023,1:50:00,4.94,14.08,2151,0,296.52,0.35,0,0
02-04-2023,1:55:00,5.08,14.02,2151,0,314.44,0.48,0,0
02-04-2023,2:00:00,5.35,14,2151,0,348.08,0.84,0,0
02-04-2023,2:05:00,5.32,13.92,2151,0,58.32,0.82,0,0
02-04-2023,2:10:00,4.54,13.82,2151,0,222.92,0.55,0,0
02-04-2023,2:15:00,4.23,13.88,2151,0,222.16,0.25,0,0
02-04-2023,2:20:00,4.12,13.9,2151,0,208.96,0.12,0,0
02-04-2023,2:25:00,4.02,13.82,2151,0,209.68,0.02,0,0
02-04-2023,2:30:00,4.08,13.8,2151,0,238.37,0,0,0
02-04-2023,2:35:00,4.18,13.8,2151,0,191.5,0,0,0
02-04-2023,2:40:00,4.12,13.8,2151,0,133.5,0,0,0
02-04-2023,2:45:00,3.77,13.72,2151,0,129,0,0,0
02-04-2023,2:50:00,3.45,13.62,2151,0,162.5,0,0,0
02-04-2023,2:55:00,3.48,13.68,2151,0,231.5,0.17,0,0
02-04-2023,3:00:00,3.58,13.7,2151,0,60.67,0.12,0,0
02-04-2023,3:05:00,3.52,13.62,2151,0,65.67,0.1,0,0
02-04-2023,3:10:00,3.5,13.68,2151,0,84.83,0.02,0,0
02-04-2023,3:15:00,3.17,13.7,2151,0,104.5,0,0,0
02-04-2023,3:20:00,3.02,13.95,2151,0,143,0,0,0
02-04-2023,3:25:00,3,14.08,2151,0,165.83,0,0,0
02-04-2023,3:30:00,3,14.27,2151,0,187.33,0,0,0
02-04-2023,3:35:00,3.08,14.38,2151,0,197.67,0,0,0
02-04-2023,3:40:00,3.27,14.4,2151,0,201.5,0,0,0
02-04-2023,3:45:00,3.22,14.48,2151,0,204.5,0,0,0
02-04-2023,3:50:00,3.2,14.58,2151,0,217.5,0,0,0
02-04-2023,3:55:00,3.12,14.52,2151,0,252.5,0,0,0
02-04-2023,4:00:00,3.02,14.58,2151,0,273.17,0,0,0
02-04-2023,4:05:00,2.83,14.6,2151,0,281.83,0,0,0
02-04-2023,4:10:00,2.63,14.52,2151,0,282.17,0,0,0
02-04-2023,4:15:00,2.43,14.5,2151,0,278.67,0,0,0
02-04-2023,4:20:00,2.23,14.5,2151,0,281.33,0,0,0
02-04-2023,4:25:00,2.2,14.5,2151,0,252.83,0,0,0
02-04-2023,4:30:00,2.28,14.42,2151,0,230.33,0,0,0
02-04-2023,4:35:00,2.38,14.4,2151,0,220.33,0,0,0
02-04-2023,4:40:00,2.4,14.48,2151,0,216.5,0,0,0
02-04-2023,4:45:00,2.4,14.42,2151,0,215.17,0,0,0
02-04-2023,4:50:00,2.32,14.4,2151,0,215,0,0,0
02-04-2023,4:55:00,2.38,14.4,2151,0,215,0,0,0
02-04-2023,5:00:00,2.4,14.32,2151,0,215,0,0,0
02-04-2023,5:05:00,2.23,14.3,2151,0,215,0,0,0
02-04-2023,5:10:00,2.2,14.22,2151,0,201.67,0,0,0
02-04-2023,5:15:00,2.45,14.2,2151,0,156.5,0,0,0
